path,top_dir,biz_category,code_kind,language,effective_loc
gui/tool_registry_builtin.go,gui,Backend/Core,prod,Go,397
gui/tool_registry_test.go,gui,Backend/Core,test,Go,120
gui/tool_router.go,gui,Backend/Core,prod,Go,93
gui/tool_router_test.go,gui,Backend/Core,test,Go,192
gui/tool_selector.go,gui,Backend/Core,prod,Go,14
gui/tool_selector_test.go,gui,Backend/Core,test,Go,53
gui/tools_non_code.go,gui,Backend/Core,prod,Go,271
gui/tools_non_code_test.go,gui,Backend/Core,test,Go,37
gui/tray_darwin.go,gui,Backend/Core,prod,Go,105
gui/tray_linux.go,gui,Backend/Core,prod,Go,55
gui/tray_tahoe_darwin.go,gui,Backend/Core,prod,Go,52
gui/tray_tahoe_darwin.h,gui,Backend/Core,prod,C/C Header,10
gui/tray_tahoe_darwin.m,gui,Backend/Core,prod,Objective-C,105
gui/tray_windows.go,gui,Backend/Core,prod,Go,88
gui/weixin_gateway.go,gui,Backend/Core,prod,Go,722
hub/build.cmd,hub,Tools/Scripts,prod,Batch,21
hub/cmd/feishu_test_enroll/main.go,hub,Backend/Core,prod,Go,163
hub/cmd/hub/main.go,hub,Backend/Core,prod,Go,122
hub/configs/config.example.yaml,hub,Backend/Core,prod,YAML,40
hub/configs/config.yaml,hub,Backend/Core,prod,YAML,40
hub/internal/app/app.go,hub,Backend/Core,prod,Go,42
hub/internal/app/bootstrap.go,hub,Backend/Core,prod,Go,307
hub/internal/app/tls.go,hub,Backend/Core,prod,Go,116
hub/internal/auth/admin_service.go,hub,Backend/Core,prod,Go,379
hub/internal/auth/admin_service_test.go,hub,Backend/Core,test,Go,128
hub/internal/auth/auth_test_helpers_test.go,hub,Backend/Core,test,Go,36
hub/internal/auth/identity_service.go,hub,Backend/Core,prod,Go,880
hub/internal/auth/identity_service_test.go,hub,Backend/Core,test,Go,134
hub/internal/center/service.go,hub,Backend/Core,prod,Go,702
hub/internal/center/service_test.go,hub,Backend/Core,test,Go,388
hub/internal/chat/channel_service.go,hub,Backend/Core,prod,Go,55
hub/internal/chat/file_service.go,hub,Backend/Core,prod,Go,64
hub/internal/chat/message_service.go,hub,Backend/Core,prod,Go,55
hub/internal/chat/notifier.go,hub,Backend/Core,prod,Go,121
hub/internal/chat/presence.go,hub,Backend/Core,prod,Go,17
hub/internal/chat/push/apns.go,hub,Backend/Core,prod,Go,7
hub/internal/chat/push/dispatcher.go,hub,Backend/Core,prod,Go,44
hub/internal/chat/push/fcm.go,hub,Backend/Core,prod,Go,7
hub/internal/chat/push/hms.go,hub,Backend/Core,prod,Go,7
hub/internal/chat/read_receipt.go,hub,Backend/Core,prod,Go,15
hub/internal/chat/store.go,hub,Backend/Core,prod,Go,329
hub/internal/chat/types.go,hub,Backend/Core,prod,Go,115
hub/internal/chat/voice_signaling.go,hub,Backend/Core,prod,Go,45
hub/internal/config/config.go,hub,Backend/Core,prod,Go,107
hub/internal/config/loader.go,hub,Backend/Core,prod,Go,62
hub/internal/device/runtime.go,hub,Backend/Core,prod,Go,726
hub/internal/entry/service.go,hub,Backend/Core,prod,Go,127
hub/internal/entry/service_preservation_test.go,hub,Backend/Core,test,Go,194
hub/internal/entry/service_test.go,hub,Backend/Core,test,Go,46
hub/internal/feishu/auto_enroll.go,hub,Backend/Core,prod,Go,341
hub/internal/feishu/auto_enroll_test.go,hub,Backend/Core,test,Go,152
hub/internal/feishu/device_adapter.go,hub,Backend/Core,prod,Go,33
hub/internal/feishu/image_convert.go,hub,Backend/Core,prod,Go,19
hub/internal/feishu/notifier.go,hub,Backend/Core,prod,Go,1041
hub/internal/feishu/notifier_test.go,hub,Backend/Core,test,Go,147
hub/internal/feishu/plugin.go,hub,Backend/Core,prod,Go,455
hub/internal/feishu/webhook.go,hub,Backend/Core,prod,Go,1000
hub/internal/httpapi/admin_login_handler.go,hub,Backend/Core,prod,Go,109
hub/internal/httpapi/admin_middleware.go,hub,Backend/Core,prod,Go,31
hub/internal/httpapi/admin_middleware_test.go,hub,Backend/Core,test,Go,137
hub/internal/httpapi/admin_setup_handler.go,hub,Backend/Core,prod,Go,53
hub/internal/httpapi/bind_handler.go,hub,Backend/Core,prod,Go,269
hub/internal/httpapi/bridge_handlers.go,hub,Backend/Core,prod,Go,333
hub/internal/httpapi/chat_handlers.go,hub,Backend/Core,prod,Go,374
hub/internal/httpapi/chat_ws_handler.go,hub,Backend/Core,prod,Go,88
hub/internal/httpapi/clawnet_key_handler.go,hub,Backend/Core,prod,Go,169
hub/internal/httpapi/clawnet_task_board_handler.go,hub,Backend/Core,prod,Go,123
hub/internal/httpapi/debug_handler.go,hub,Backend/Core,prod,Go,299
hub/internal/httpapi/debug_handler_test.go,hub,Backend/Core,test,Go,76
hub/internal/httpapi/enroll_handler.go,hub,Backend/Core,prod,Go,227
hub/internal/httpapi/enroll_handler_preservation_test.go,hub,Backend/Core,test,Go,226
hub/internal/httpapi/enroll_handler_test.go,hub,Backend/Core,test,Go,87
hub/internal/httpapi/enrollment_handler.go,hub,Backend/Core,prod,Go,187
hub/internal/httpapi/entry_handlers.go,hub,Backend/Core,prod,Go,24
hub/internal/httpapi/entry_handlers_test.go,hub,Backend/Core,test,Go,60
hub/internal/httpapi/feishu_handlers.go,hub,Backend/Core,prod,Go,180
hub/internal/httpapi/feishu_handlers_test.go,hub,Backend/Core,test,Go,115
hub/internal/httpapi/health_handler.go,hub,Backend/Core,prod,Go,10
hub/internal/httpapi/health_handler_test.go,hub,Backend/Core,test,Go,17
hub/internal/httpapi/hub_llm_handlers.go,hub,Backend/Core,prod,Go,136
hub/internal/httpapi/invitation_handler.go,hub,Backend/Core,prod,Go,335
hub/internal/httpapi/mail_handlers.go,hub,Backend/Core,prod,Go,77
hub/internal/httpapi/mail_handlers_test.go,hub,Backend/Core,test,Go,114
hub/internal/httpapi/management_handlers.go,hub,Backend/Core,prod,Go,300
hub/internal/httpapi/management_handlers_test.go,hub,Backend/Core,test,Go,193
hub/internal/httpapi/openclaw_im_handlers.go,hub,Backend/Core,prod,Go,181
hub/internal/httpapi/openclaw_im_handlers_test.go,hub,Backend/Core,test,Go,140
hub/internal/httpapi/qqbot_handlers.go,hub,Backend/Core,prod,Go,115
hub/internal/httpapi/respond.go,hub,Backend/Core,prod,Go,17
hub/internal/httpapi/router.go,hub,Backend/Core,prod,Go,256
hub/internal/httpapi/shortcuts_handler.go,hub,Backend/Core,prod,Go,91
hub/internal/httpapi/static.go,hub,Backend/Core,prod,Go,136
hub/internal/httpapi/static_test.go,hub,Backend/Core,test,Go,84
hub/internal/httpapi/tls_handler.go,hub,Backend/Core,prod,Go,152
hub/internal/httpapi/user_handlers.go,hub,Backend/Core,prod,Go,277
hub/internal/httpapi/user_handlers_test.go,hub,Backend/Core,test,Go,285
hub/internal/httpapi/webhook_session_handlers.go,hub,Backend/Core,prod,Go,87
hub/internal/im/adapter.go,hub,Backend/Core,prod,Go,71
hub/internal/im/agent_types.go,hub,Backend/Core,prod,Go,48
hub/internal/im/broadcast_formatter.go,hub,Backend/Core,prod,Go,67
hub/internal/im/broadcast_formatter_test.go,hub,Backend/Core,test,Go,69
hub/internal/im/circuit_breaker.go,hub,Backend/Core,prod,Go,57
hub/internal/im/circuit_breaker_test.go,hub,Backend/Core,test,Go,87
hub/internal/im/conversation_context.go,hub,Backend/Core,prod,Go,174
hub/internal/im/coordinator.go,hub,Backend/Core,prod,Go,564
hub/internal/im/coordinator_test.go,hub,Backend/Core,test,Go,241
hub/internal/im/core.go,hub,Backend/Core,prod,Go,641
hub/internal/im/core_test.go,hub,Backend/Core,test,Go,316
hub/internal/im/device_finder.go,hub,Backend/Core,prod,Go,106
hub/internal/im/device_notifier.go,hub,Backend/Core,prod,Go,140
hub/internal/im/device_notifier_test.go,hub,Backend/Core,test,Go,272
hub/internal/im/device_profile.go,hub,Backend/Core,prod,Go,55
hub/internal/im/device_profile_test.go,hub,Backend/Core,test,Go,113
hub/internal/im/discussion.go,hub,Backend/Core,prod,Go,297
hub/internal/im/discussion_conductor.go,hub,Backend/Core,prod,Go,387
hub/internal/im/discussion_conductor_test.go,hub,Backend/Core,test,Go,159
hub/internal/im/discussion_formatter.go,hub,Backend/Core,prod,Go,42
hub/internal/im/discussion_history.go,hub,Backend/Core,prod,Go,91
hub/internal/im/discussion_history_test.go,hub,Backend/Core,test,Go,109
hub/internal/im/help.go,hub,Backend/Core,prod,Go,42
hub/internal/im/hub_llm_config.go,hub,Backend/Core,prod,Go,30
hub/internal/im/identity_adapter.go,hub,Backend/Core,prod,Go,18
hub/internal/im/intent_classifier.go,hub,Backend/Core,prod,Go,244
hub/internal/im/intent_classifier_test.go,hub,Backend/Core,test,Go,260
hub/internal/im/markdown_strip.go,hub,Backend/Core,prod,Go,5
hub/internal/im/markdown_strip_test.go,hub,Backend/Core,test,Go,93
hub/internal/im/mention_parser.go,hub,Backend/Core,prod,Go,18
hub/internal/im/notify.go,hub,Backend/Core,prod,Go,266
hub/internal/im/remote_gateway_plugin.go,hub,Backend/Core,prod,Go,457
hub/internal/im/reply_merger.go,hub,Backend/Core,prod,Go,108
hub/internal/im/reply_merger_test.go,hub,Backend/Core,test,Go,100
hub/internal/im/response.go,hub,Backend/Core,prod,Go,81
hub/internal/im/router.go,hub,Backend/Core,prod,Go,655
hub/internal/im/router_progress_test.go,hub,Backend/Core,test,Go,323
hub/internal/im/rule_engine.go,hub,Backend/Core,prod,Go,88
hub/internal/im/rule_engine_test.go,hub,Backend/Core,test,Go,109
hub/internal/im/smart_route_checker.go,hub,Backend/Core,prod,Go,51
hub/internal/im/space_state.go,hub,Backend/Core,prod,Go,136
hub/internal/im/webhook_plugin.go,hub,Backend/Core,prod,Go,173
hub/internal/im/ws_responder.go,hub,Backend/Core,prod,Go,27
hub/internal/invitation/service.go,hub,Backend/Core,prod,Go,229
hub/internal/invitation/service_test.go,hub,Backend/Core,test,Go,358
hub/internal/mail/mailer.go,hub,Backend/Core,prod,Go,304
hub/internal/qqbot/plugin.go,hub,Backend/Core,prod,Go,1115
hub/internal/session/service.go,hub,Backend/Core,prod,Go,514
hub/internal/session/service_test.go,hub,Backend/Core,test,Go,231
hub/internal/session/sharded_cache.go,hub,Backend/Core,prod,Go,90
hub/internal/store/sqlite/batcher.go,hub,Backend/Core,prod,Go,190
hub/internal/store/sqlite/migrations.go,hub,Backend/Core,prod,Go,184
hub/internal/store/sqlite/provider.go,hub,Backend/Core,prod,Go,106
hub/internal/store/sqlite/repositories_stub.go,hub,Backend/Core,prod,Go,1408
hub/internal/store/sqlite/repositories_test.go,hub,Backend/Core,test,Go,233
hub/internal/store/store.go,hub,Backend/Core,prod,Go,252
hub/internal/ws/envelope.go,hub,Backend/Core,prod,Go,10
hub/internal/ws/gateway_test.go,hub,Backend/Core,test,Go,849
hub/internal/ws/handlers_machine.go,hub,Backend/Core,prod,Go,1179
hub/run.cmd,hub,Tools/Scripts,prod,Batch,7
hub/scripts/build.ps1,hub,Tools/Scripts,prod,PowerShell,22
hub/scripts/package.ps1,hub,Tools/Scripts,prod,PowerShell,27
hub/start.sh,hub,Tools/Scripts,prod,Shell,50
hub/web/admin/admin-check.js,hub,Frontend,prod,JavaScript,64
hub/web/admin/hub-admin-check.js,hub,Frontend,prod,JavaScript,101
hub/web/admin/index.html,hub,Frontend,prod,HTML,470
hub/web/admin/index.inline.js,hub,Frontend,prod,JavaScript,203
hub/web/admin/js/actions.js,hub,Frontend,prod,JavaScript,25
hub/web/admin/js/core.js,hub,Frontend,prod,JavaScript,91
hub/web/admin/js/i18n.js,hub,Frontend,prod,JavaScript,79
hub/web/admin/js/im.js,hub,Frontend,prod,JavaScript,28
hub/web/admin/js/invitation.js,hub,Frontend,prod,JavaScript,15
hub/web/admin/js/pwa.js,hub,Frontend,prod,JavaScript,7
hub/web/admin/js/views.js,hub,Frontend,prod,JavaScript,20
hub/web/bind/index.html,hub,Frontend,prod,HTML,325
hubcenter/build.cmd,hubcenter,Tools/Scripts,prod,Batch,21
hubcenter/cmd/hubcenter/main.go,hubcenter,Backend/Core,prod,Go,85
hubcenter/configs/config.example.yaml,hubcenter,Backend/Core,prod,YAML,25
hubcenter/configs/config.yaml,hubcenter,Backend/Core,prod,YAML,25
hubcenter/internal/app/app.go,hubcenter,Backend/Core,prod,Go,21
hubcenter/internal/app/bootstrap.go,hubcenter,Backend/Core,prod,Go,117
hubcenter/internal/auth/admin_service.go,hubcenter,Backend/Core,prod,Go,375
hubcenter/internal/auth/admin_service_test.go,hubcenter,Backend/Core,test,Go,110
hubcenter/internal/config/config.go,hubcenter,Backend/Core,prod,Go,58
hubcenter/internal/config/loader.go,hubcenter,Backend/Core,prod,Go,20
hubcenter/internal/entry/service.go,hubcenter,Backend/Core,prod,Go,167
hubcenter/internal/entry/service_test.go,hubcenter,Backend/Core,test,Go,233
hubcenter/internal/httpapi/admin_handlers.go,hubcenter,Backend/Core,prod,Go,200
hubcenter/internal/httpapi/admin_middleware.go,hubcenter,Backend/Core,prod,Go,31
hubcenter/internal/httpapi/gossip_cache.go,hubcenter,Backend/Core,prod,Go,117
hubcenter/internal/httpapi/gossip_handler.go,hubcenter,Backend/Core,prod,Go,426
hubcenter/internal/httpapi/gossip_handler_test.go,hubcenter,Backend/Core,test,Go,323
hubcenter/internal/httpapi/gossip_ratelimit.go,hubcenter,Backend/Core,prod,Go,63
hubcenter/internal/httpapi/health_handler.go,hubcenter,Backend/Core,prod,Go,10
hubcenter/internal/httpapi/mail_handlers.go,hubcenter,Backend/Core,prod,Go,77
hubcenter/internal/httpapi/mail_handlers_test.go,hubcenter,Backend/Core,test,Go,52
hubcenter/internal/httpapi/management_handlers.go,hubcenter,Backend/Core,prod,Go,196
hubcenter/internal/httpapi/request_meta.go,hubcenter,Backend/Core,prod,Go,27
hubcenter/internal/httpapi/respond.go,hubcenter,Backend/Core,prod,Go,17
hubcenter/internal/httpapi/router.go,hubcenter,Backend/Core,prod,Go,206
hubcenter/internal/httpapi/router_test.go,hubcenter,Backend/Core,test,Go,597
hubcenter/internal/httpapi/skill_handlers.go,hubcenter,Backend/Core,prod,Go,209
hubcenter/internal/httpapi/skillmarket_handlers.go,hubcenter,Backend/Core,prod,Go,716
hubcenter/internal/httpapi/static.go,hubcenter,Backend/Core,prod,Go,64
hubcenter/internal/hubs/service.go,hubcenter,Backend/Core,prod,Go,554
hubcenter/internal/hubs/service_test.go,hubcenter,Backend/Core,test,Go,422
hubcenter/internal/mail/mailer.go,hubcenter,Backend/Core,prod,Go,308
hubcenter/internal/skill/store.go,hubcenter,Backend/Core,prod,Go,349
hubcenter/internal/skill/types.go,hubcenter,Backend/Core,prod,Go,67
hubcenter/internal/skillmarket/apikey_service.go,hubcenter,Backend/Core,prod,Go,228
hubcenter/internal/skillmarket/apikey_service_test.go,hubcenter,Backend/Core,test,Go,182
hubcenter/internal/skillmarket/auto_pricing_test.go,hubcenter,Backend/Core,test,Go,77
hubcenter/internal/skillmarket/credits_service.go,hubcenter,Backend/Core,prod,Go,196
hubcenter/internal/skillmarket/credits_service_test.go,hubcenter,Backend/Core,test,Go,146
hubcenter/internal/skillmarket/crypto.go,hubcenter,Backend/Core,prod,Go,135
hubcenter/internal/skillmarket/crypto_test.go,hubcenter,Backend/Core,test,Go,86
hubcenter/internal/skillmarket/integration_test.go,hubcenter,Backend/Core,test,Go,362
hubcenter/internal/skillmarket/leaderboard_service.go,hubcenter,Backend/Core,prod,Go,72
hubcenter/internal/skillmarket/leaderboard_service_test.go,hubcenter,Backend/Core,test,Go,109
hubcenter/internal/skillmarket/metadata.go,hubcenter,Backend/Core,prod,Go,86
hubcenter/internal/skillmarket/metadata_test.go,hubcenter,Backend/Core,test,Go,118
hubcenter/internal/skillmarket/notification_service.go,hubcenter,Backend/Core,prod,Go,123
hubcenter/internal/skillmarket/notification_service_test.go,hubcenter,Backend/Core,test,Go,119
hubcenter/internal/skillmarket/processor.go,hubcenter,Backend/Core,prod,Go,296
hubcenter/internal/skillmarket/processor_test.go,hubcenter,Backend/Core,test,Go,213
hubcenter/internal/skillmarket/rate_limiter.go,hubcenter,Backend/Core,prod,Go,47
hubcenter/internal/skillmarket/rate_limiter_test.go,hubcenter,Backend/Core,test,Go,91
hubcenter/internal/skillmarket/rating_service.go,hubcenter,Backend/Core,prod,Go,34
hubcenter/internal/skillmarket/rating_service_test.go,hubcenter,Backend/Core,test,Go,108
hubcenter/internal/skillmarket/refund_service.go,hubcenter,Backend/Core,prod,Go,141
hubcenter/internal/skillmarket/refund_service_test.go,hubcenter,Backend/Core,test,Go,128
hubcenter/internal/skillmarket/repository.go,hubcenter,Backend/Core,prod,Go,10
hubcenter/internal/skillmarket/search_service.go,hubcenter,Backend/Core,prod,Go,195
hubcenter/internal/skillmarket/search_service_test.go,hubcenter,Backend/Core,test,Go,92
hubcenter/internal/skillmarket/security_scanner.go,hubcenter,Backend/Core,prod,Go,148
hubcenter/internal/skillmarket/security_scanner_test.go,hubcenter,Backend/Core,test,Go,120
hubcenter/internal/skillmarket/store.go,hubcenter,Backend/Core,prod,Go,130
hubcenter/internal/skillmarket/store_config.go,hubcenter,Backend/Core,prod,Go,30
hubcenter/internal/skillmarket/store_credits.go,hubcenter,Backend/Core,prod,Go,43
hubcenter/internal/skillmarket/store_purchase.go,hubcenter,Backend/Core,prod,Go,125
hubcenter/internal/skillmarket/store_rating.go,hubcenter,Backend/Core,prod,Go,47
hubcenter/internal/skillmarket/store_submission.go,hubcenter,Backend/Core,prod,Go,105
hubcenter/internal/skillmarket/store_test.go,hubcenter,Backend/Core,test,Go,226
hubcenter/internal/skillmarket/store_tier.go,hubcenter,Backend/Core,prod,Go,37
hubcenter/internal/skillmarket/store_user.go,hubcenter,Backend/Core,prod,Go,103
hubcenter/internal/skillmarket/tier_service.go,hubcenter,Backend/Core,prod,Go,51
hubcenter/internal/skillmarket/tier_service_test.go,hubcenter,Backend/Core,test,Go,73
hubcenter/internal/skillmarket/trial_manager.go,hubcenter,Backend/Core,prod,Go,64
hubcenter/internal/skillmarket/types.go,hubcenter,Backend/Core,prod,Go,81
hubcenter/internal/skillmarket/user_service.go,hubcenter,Backend/Core,prod,Go,67
hubcenter/internal/skillmarket/validator.go,hubcenter,Backend/Core,prod,Go,196
hubcenter/internal/skillmarket/version_manager.go,hubcenter,Backend/Core,prod,Go,34
hubcenter/internal/skillmarket/version_manager_test.go,hubcenter,Backend/Core,test,Go,92
hubcenter/internal/store/sqlite/batcher.go,hubcenter,Backend/Core,prod,Go,190
hubcenter/internal/store/sqlite/gossip_rate_test.go,hubcenter,Backend/Core,test,Go,167
hubcenter/internal/store/sqlite/migrations.go,hubcenter,Backend/Core,prod,Go,173
hubcenter/internal/store/sqlite/provider.go,hubcenter,Backend/Core,prod,Go,102
hubcenter/internal/store/sqlite/repositories_stub.go,hubcenter,Backend/Core,prod,Go,851
hubcenter/internal/store/sqlite/repositories_test.go,hubcenter,Backend/Core,test,Go,203
hubcenter/internal/store/store.go,hubcenter,Backend/Core,prod,Go,157
hubcenter/run.cmd,hubcenter,Tools/Scripts,prod,Batch,7
hubcenter/scripts/build.ps1,hubcenter,Tools/Scripts,prod,PowerShell,22
hubcenter/scripts/package.ps1,hubcenter,Tools/Scripts,prod,PowerShell,24
hubcenter/start.sh,hubcenter,Tools/Scripts,prod,Shell,40
hubcenter/web/admin/hubcenter-admin-check.js,hubcenter,Frontend,prod,JavaScript,107
hubcenter/web/admin/index.html,hubcenter,Frontend,prod,HTML,362
hubcenter/web/gossip/index.html,hubcenter,Frontend,prod,HTML,280
hubcenter/web/skillhub/index.html,hubcenter,Frontend,prod,HTML,137
hubcenter/web/skillmarket/index.html,hubcenter,Frontend,prod,HTML,276
hubcenter/web/skillmarket/user/index.html,hubcenter,Frontend,prod,HTML,544
mobile/chat/analysis_options.yaml,mobile,Mobile,prod,YAML,6
mobile/chat/android/app/src/debug/AndroidManifest.xml,mobile,Mobile,prod,XML,3
mobile/chat/android/app/src/main/AndroidManifest.xml,mobile,Mobile,prod,XML,44
mobile/chat/android/app/src/main/kotlin/com/example/maclaw_chat/MainActivity.kt,mobile,Mobile,prod,Kotlin,3
mobile/chat/android/app/src/main/kotlin/com/maclaw/maclaw_chat/MainActivity.kt,mobile,Mobile,prod,Kotlin,3
mobile/chat/android/app/src/main/res/drawable-v21/launch_background.xml,mobile,Mobile,prod,XML,4
mobile/chat/android/app/src/main/res/drawable/launch_background.xml,mobile,Mobile,prod,XML,4
mobile/chat/android/app/src/main/res/values-night/styles.xml,mobile,Mobile,prod,XML,9
mobile/chat/android/app/src/main/res/values/styles.xml,mobile,Mobile,prod,XML,9
mobile/chat/android/app/src/profile/AndroidManifest.xml,mobile,Mobile,prod,XML,3
mobile/chat/build_android.cmd,mobile,Mobile,prod,Batch,91
mobile/chat/build_android.sh,mobile,Mobile,prod,Shell,82
mobile/chat/build_release.cmd,mobile,Mobile,prod,Batch,82
mobile/chat/build_release.sh,mobile,Mobile,prod,Shell,59
mobile/chat/pubspec.yaml,mobile,Mobile,prod,YAML,36
mobile/terminal/android/app/src/main/AndroidManifest.xml,mobile,Mobile,prod,XML,24
mobile/terminal/android/app/src/main/assets/bootstrap.html,mobile,Frontend,prod,HTML,252
mobile/terminal/android/app/src/main/java/tech/rapidai/hubshell/MainActivity.kt,mobile,Mobile,prod,Kotlin,150
mobile/terminal/android/app/src/main/res/drawable/ic_launcher_background.xml,mobile,Mobile,prod,XML,4
mobile/terminal/android/app/src/main/res/drawable/ic_launcher_foreground.xml,mobile,Mobile,prod,XML,10
mobile/terminal/android/app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,mobile,Mobile,prod,XML,5
mobile/terminal/android/app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml,mobile,Mobile,prod,XML,5
mobile/terminal/android/app/src/main/res/values/colors.xml,mobile,Mobile,prod,XML,6
mobile/terminal/android/app/src/main/res/values/strings.xml,mobile,Mobile,prod,XML,4
mobile/terminal/android/app/src/main/res/values/themes.xml,mobile,Mobile,prod,XML,11
mobile/terminal/android/app/src/main/res/xml/network_security_config.xml,mobile,Mobile,prod,XML,4
mobile/terminal/android/build_android.cmd,mobile,Mobile,prod,Batch,46
mobile/terminal/android/build_android_aab.cmd,mobile,Mobile,prod,Batch,42
mobile/terminal/android/build_android_release.cmd,mobile,Mobile,prod,Batch,5
mobile/terminal/android/build_android_signed_aab.cmd,mobile,Mobile,prod,Batch,25
mobile/terminal/android/build_android_signed_release.cmd,mobile,Mobile,prod,Batch,40
mobile/terminal/android/create_android_keystore.cmd,mobile,Mobile,prod,Batch,32
mobile/terminal/android/gradlew.bat,mobile,Mobile,prod,Batch,52
mobile/terminal/android/signing.env.cmd,mobile,Mobile,prod,Batch,5
mobile/terminal/android/signing.example.cmd,mobile,Mobile,prod,Batch,5
mobile/terminal/ios/RapidAIHubShell/AppDelegate.swift,mobile,Mobile,prod,Swift,11
mobile/terminal/ios/RapidAIHubShell/Configuration.swift,mobile,Mobile,prod,Swift,5
mobile/terminal/ios/RapidAIHubShell/Resources/bootstrap.html,mobile,Frontend,prod,HTML,170
mobile/terminal/ios/RapidAIHubShell/SceneDelegate.swift,mobile,Mobile,prod,Swift,15
mobile/terminal/ios/RapidAIHubShell/ViewController.swift,mobile,Mobile,prod,Swift,60
mobile/terminal/ios/build_ios_simulator.sh,mobile,Mobile,prod,Shell,27
mobile/terminal/ios/build_ios_simulator_release.sh,mobile,Mobile,prod,Shell,27
mobile/terminal/shared/bootstrap.html,mobile,Frontend,prod,HTML,332
openclaw-bridge/src/channel-bridge.ts,openclaw-bridge,Tools/Scripts,prod,TypeScript,150
openclaw-bridge/src/hmac.ts,openclaw-bridge,Tools/Scripts,prod,TypeScript,23
openclaw-bridge/src/hub-client.ts,openclaw-bridge,Tools/Scripts,prod,TypeScript,45
openclaw-bridge/src/index.ts,openclaw-bridge,Tools/Scripts,prod,TypeScript,44
openclaw-bridge/src/outbound-server.ts,openclaw-bridge,Tools/Scripts,prod,TypeScript,65
openclaw-bridge/src/types.ts,openclaw-bridge,Tools/Scripts,prod,TypeScript,43
prompt_password.ps1,(root),Tools/Scripts,prod,PowerShell,17
tmp-weixin/weixin-plugin/index.ts,tmp-weixin,Backend/Core,prod,TypeScript,23
tmp-weixin/weixin-plugin/src/api/api.ts,tmp-weixin,Backend/Core,prod,TypeScript,198
tmp-weixin/weixin-plugin/src/api/config-cache.ts,tmp-weixin,Backend/Core,prod,TypeScript,66
tmp-weixin/weixin-plugin/src/api/session-guard.ts,tmp-weixin,Backend/Core,prod,TypeScript,41
tmp-weixin/weixin-plugin/src/api/types.ts,tmp-weixin,Backend/Core,prod,TypeScript,156
tmp-weixin/weixin-plugin/src/auth/accounts.ts,tmp-weixin,Backend/Core,prod,TypeScript,193
tmp-weixin/weixin-plugin/src/auth/login-qr.ts,tmp-weixin,Backend/Core,prod,TypeScript,286
tmp-weixin/weixin-plugin/src/auth/pairing.ts,tmp-weixin,Backend/Core,prod,TypeScript,78
tmp-weixin/weixin-plugin/src/cdn/aes-ecb.ts,tmp-weixin,Backend/Core,prod,TypeScript,12
tmp-weixin/weixin-plugin/src/cdn/cdn-upload.ts,tmp-weixin,Backend/Core,prod,TypeScript,66
tmp-weixin/weixin-plugin/src/cdn/cdn-url.ts,tmp-weixin,Backend/Core,prod,TypeScript,10
tmp-weixin/weixin-plugin/src/cdn/pic-decrypt.ts,tmp-weixin,Backend/Core,prod,TypeScript,60
tmp-weixin/weixin-plugin/src/cdn/upload.ts,tmp-weixin,Backend/Core,prod,TypeScript,125
tmp-weixin/weixin-plugin/src/channel.ts,tmp-weixin,Backend/Core,prod,TypeScript,344
tmp-weixin/weixin-plugin/src/config/config-schema.ts,tmp-weixin,Backend/Core,prod,TypeScript,13
tmp-weixin/weixin-plugin/src/log-upload.ts,tmp-weixin,Backend/Core,prod,TypeScript,100
tmp-weixin/weixin-plugin/src/media/media-download.ts,tmp-weixin,Backend/Core,prod,TypeScript,131
tmp-weixin/weixin-plugin/src/media/mime.ts,tmp-weixin,Backend/Core,prod,TypeScript,68
tmp-weixin/weixin-plugin/src/media/silk-transcode.ts,tmp-weixin,Backend/Core,prod,TypeScript,52
tmp-weixin/weixin-plugin/src/messaging/debug-mode.ts,tmp-weixin,Backend/Core,prod,TypeScript,44
tmp-weixin/weixin-plugin/src/messaging/error-notice.ts,tmp-weixin,Backend/Core,prod,TypeScript,25
tmp-weixin/weixin-plugin/src/messaging/inbound.ts,tmp-weixin,Backend/Core,prod,TypeScript,121
tmp-weixin/weixin-plugin/src/messaging/process-message.ts,tmp-weixin,Backend/Core,prod,TypeScript,426
tmp-weixin/weixin-plugin/src/messaging/send-media.ts,tmp-weixin,Backend/Core,prod,TypeScript,58
tmp-weixin/weixin-plugin/src/messaging/send.ts,tmp-weixin,Backend/Core,prod,TypeScript,211
tmp-weixin/weixin-plugin/src/messaging/slash-commands.ts,tmp-weixin,Backend/Core,prod,TypeScript,85
tmp-weixin/weixin-plugin/src/monitor/monitor.ts,tmp-weixin,Backend/Core,prod,TypeScript,193
tmp-weixin/weixin-plugin/src/runtime.ts,tmp-weixin,Backend/Core,prod,TypeScript,46
tmp-weixin/weixin-plugin/src/storage/state-dir.ts,tmp-weixin,Backend/Core,prod,TypeScript,9
tmp-weixin/weixin-plugin/src/storage/sync-buf.ts,tmp-weixin,Backend/Core,prod,TypeScript,51
tmp-weixin/weixin-plugin/src/util/logger.ts,tmp-weixin,Backend/Core,prod,TypeScript,113
tmp-weixin/weixin-plugin/src/util/random.ts,tmp-weixin,Backend/Core,prod,TypeScript,7
tmp-weixin/weixin-plugin/src/util/redact.ts,tmp-weixin,Backend/Core,prod,TypeScript,26
tui/agent_handler.go,tui,Backend/Core,prod,Go,647
